QID,Filename,Start Frame,End Frame,Question,Answer,Explanation
3923,S05E21,4785,4895,Why did Tom's owner shout at Tom?,Tom's owner saw Tom touching a gun,Tom's owner saw Tom touching a gun but Tom's owner did not want Tom touching any guns
3924,S05E21,4895,5053,Why was Tom scared?,Tom saw Jerry unbuckle the seat of the elephant,Tom was holding onto the belt of the elephant that Jerry tried to unbuckle and was scared of falling
3925,S05E21,4915,5096,Why did Jerry unbuckle the elephant's belt?,Jerry saw Tom hanging onto the belt,Jerry wanted to unbuckle the belt to make Tom fall and get hurt
3926,S05E21,4916,5512,Why was Tom's owner angry?,Tom's owner fell off the elephant,Tom's owner thought that it was Tom who unbuckled the elephant's belt and made him fall
3927,S05E21,4916,5510,Why did Tom's owner crush Tom with the seat?,Tom's owner was angry at Tom,Tom's owner was angry at Tom so Tom's owner crushed Tom with the seat to take his anger out
3928,S05E21,5952,6151,Why did Tom's owner get scared?,Tom's owner saw a lion,Tom's owner saw a lion and was scared of the growling lion
3929,S05E21,6083,6573,Why did Jerry hand Tom the bottle of water?,Tom was reaching for the gun,Jerry gave Tom the water bottle to get Tom in trouble since Tom was trying to give his owner the gun
3930,S05E21,6083,7220,Why did Tom's owner hit Tom with the water bottle?,Tom's owner was angry at Tom,Tom gave his owner the bottle of water instead of the gun which caused his owner to get hurt by the lion
3931,S05E21,6114,6875,Why did Tom cover his eyes?,Tom's owner was being hurt by the lion,Tom did not want to watch his owner get hurt by the lion so Tom covered his eyes
3932,S05E21,7500,7748,Why did Tom's owner kick the seat?,Tom's owner wanted to get the seat up on the elephant,Tom's owner kicked the seat to get the seat back in its original position and continue with the journey
3933,S05E21,7823,7959,Why did Jerry go inside the box?,Jerry wanted to hide,Tom was trying to catch Jerry so Jerry wanted to hide from Tom to avoid getting caught
3934,S05E21,7823,8123,Why was Tom emptying the box?,Tom saw Jerry go inside the box,Tom was emptying the box to find and catch Jerry
3935,S05E21,7823,8204,Why did Tom's owner turn red?,Tom's owner saw Tom emptying the box,Tom's owner was angry that Tom was emptying the box and throwing all the food away
3936,S05E21,7823,8380,Why did Tom scream?,Tom was in pain,Tom's owner shut the box on Tom's hands which hurt Tom and made Tom scream in pain
3937,S05E21,7933,8227,Why did Tom's owner shut the box on Tom's hands?,Tom's owner wanted Tom to stop emptying the box,Tom's owner shut the box on Tom's hand to stop Tom from throwing away more items
3938,S05E21,8549,8820,Why was Tom sneaking around the box?,Tom did not want his owner to find him,Tom was trying to be unnoticed by his owner to avoid getting into trouble again
3939,S05E21,8811,8969,Why did the elephant get scared?,The elephant saw a rhinoceros charge at it,The elephant saw a rhinoceros charge towards it and was scared of getting hurt
3940,S05E21,9002,9360,Why did the elephant run away?,The elephant saw Jerry.,The elephant was scared of mice so it ran away when it saw Jerry in its trunk
3941,S05E21,9354,9648,"Why was Tom, Tom's owner and Jerry running away?",There was a rhinoceros chasing after them,They were running away from the rhinoceros to avoid getting hurt by it
3942,S05E22,1190,1730,Why was Tom shivering?,Tom was cold.,Tom was cold from being outside on a snowy night.
3943,S05E22,2045,3390,Why did Tom throw the bottle?,Tom wanted Jerry to see the note that Tom wrote inside the bottle.,Tom wanted Jerry to see the note inside the bottle that asked for help from Jerry.
3944,S05E22,2550,3390,Why did Jerry wake up?,Jerry heard a noise from the bottle Tom threw.,Jerry was curious and wanted to check out the sound.
3945,S05E22,3620,3880,Why did Jerry look shocked?,Jerry saw Tom lying in the snow.,Jerry was afraid that Tom was going to die in the cold.
3946,S05E22,3300,4120,Why was Jerry running?,Jerry saw Tom lying in the snow and wanted to get to Tom.,Jerry was hurried to save Tom's life as Tom was lying in the snow and was freezing to death.
3947,S05E22,4125,4630,Why did Jerry put Tom on a lid?,Jerry wanted to drag Tom on the lid back to the building.,Jerry wanted to drag Tom on the lid back to the building to save Tom's life.
3948,S05E22,4630,5050,Why did Jerry grab a screwdriver?,Jerry wanted to take off the cover of the vent.,Jerry wanted to set Tom inside the hot air vent to melt Tom.
3949,S05E22,5000,5530,Why did Jerry put a blanket over Tom?,Jerry wanted to keep Tom warm.,Jerry covered Tom with an electric blanket to provide heat and melt Tom to save Tom.
3950,S05E22,5000,5530,Why did Tom's body turn red?,Tom's body was warm.,Tom's body was heated by the electric blanket that Jerry turned on for Tom.
3951,S05E22,5000,5765,Why did Tom kiss Jerry?,Tom was expressing his gratitude to Jerry.,Tom was thankful to Jerry for saving Tom from the cold and keeping Tom warm.
3952,S05E22,5855,6110,Why did Tom lick his lips?,Tom saw the food that Jerry had prepared.,Tom was excited to eat the food to satisfy his hunger.
3953,S05E22,6555,7315,Why were Tom and Jerry laughing?,Tom and Jerry were drunk.,Tom and Jerry were drunk from drinking the liquor from the cupboard.
3954,S05E22,7090,7430,Why did Jerry jump up?,Jerry was startled.,"Jerry heard the keys in the lock, indicating that the owner was back home."
3955,S05E22,7090,7550,Why was Jerry pulling Tom's leg?,Jerry wanted to get Tom's attention.,Jerry wanted to grab Tom to hide as the owner was back.
3956,S05E22,7370,7790,Why was Tom jumping around?,Tom was flustered.,Tom was flustered from seeing the owner and afraid of being driven out of the house.
3957,S05E22,7690,7800,Why was Tom screaming?,The owner had grabbed Tom to throw Tom out of the house.,Tom was panicking as he did not want to be thrown out into the cold by the owner.
3958,S05E22,7830,8170,Why did Tom reach into the mouse hole?,Tom wanted to grab Jerry.,Tom wanted to catch Jerry to show and impress the owner.
3959,S05E22,8010,8345,Why did Tom drop Jerry down the building?,Tom wanted to appease the owner by throwing Jerry out of the building.,Tom realised that the owner was afraid of the mouse and Tom wanted to impress the owner.
3960,S05E22,8230,8465,Why was Tom smiling?,The owner was petting Tom.,Tom was delighted that he managed to impress the owner by catching Jerry and did not get kicked out of the house.
3961,S05E22,8680,8975,Why did Jerry put powder over himself?,Jerry wanted to make his body white using the powder.,Jerry wanted to become white so that he could disguise himself as a ghost to scare Tom.
3962,S05E22,9350,9620,Why did Jerry switch off the light?,Jerry wanted to make the room dark.,Jerry wanted to make the room dark so that Jerry could appear white and scare Tom.
3963,S05E22,9460,9620,Why did Tom jump up?,Tom was scared.,Tom saw Jerry and believed that Jerry's ghost had come to haunt Tom.
3964,S05E22,9260,9965,Why did Tom hide in the dustbin?,Tom was scared.,Tom was trying to get away from Jerry's ghost by hiding in the dustbin.
3965,S05E22,10060,10860,Why did Jerry tie a string to the lamp?,Jerry wanted to hang the string across the room to swing on.,Jerry wanted to swing on the string to appear like a floating ghost to scare Tom.
3966,S05E22,10490,10785,Why did Tom hide in the cupboard?,Tom was scared.,Tom was trying to get away from Jerry's ghost by hiding in the cupboard.
3967,S05E22,11325,11610,Why did Tom's claws come out?,Tom was angry.,Tom became angry after seeing Jerry's body and realised that Jerry had been tricking Tom.
3968,S05E22,11508,11730,Why did Jerry close his eyes?,Jerry saw Tom's claws come out.,Jerry closed his eyes to brace himself for the impact from Tom's claws.
3969,S05E22,11730,12010,Why did Tom fall off the building?,Tom slipped and fell off the building.,"Tom was trying to move forward to strike Jerry, but the snowdrift under Tom's feet gave way and caused Tom to fall off the building. "
3970,S05E22,12010,12420,Why did Tom write a note?,Tom wrote a note asking Jerry for help.,Tom wanted Jerry to see the note and save Tom from the cold.
3971,S05E22,12235,12700,Why did Jerry throw a pair of ice skates and hockey to Tom?,Jerry was responding to Tom's request for help from the cold.,Jerry did not want to save Tom again because of Tom's previous betrayal.
3972,S05E23,1002,1276,why did the guard grab tom,the guard wanted to grab and kick tom out,the guard wanted to stop tom getting inside the opera
3973,S05E23,1002,1500,why did tom wear a suit,tom wanted to disguise himself,tom wanted to trick the guard and get inside the opera
3974,S05E23,1544,1812,why did tom carry a cello case,tom wanted to hide behind the case ,tom wanted to disguise himself as a musician to get inside the opera
3975,S05E23,2096,2419,why did tom open cases,tom wanted to take out the violin,tom wanted to prepare to play the violin for the opera
3976,S05E23,2419,2985,why did tom scrape the violin's bow with cheese,Tom appeared to be using the cheese as a rosin.,tom wanted to lure jerry outside of the mousehole with the smell of cheese
3977,S05E23,2565,2857,why did tom open the violin,tom wanted to start to play the recorder,tom could not play the violin and use the recorder to simulate Tom's portion of the score
3978,S05E23,3035,3244,why did tom attack jerry with the bow,tom wanted to get jerry stuck in the bow,Tom wanted to hit and catch Jerry.
3979,S05E23,3188,3465,why did tom stop playing the violin,tom found that jerry disappeared,jerry fell into the violin and tom wanted to get jerry out of the violin
3980,S05E23,3750,4270,Why did Jerry press the button in the violin?,Jerry wanted to fast forward the tape.,Jerry wanted to affect Tom's violin to get Tom into trouble.
3981,S05E23,3756,4019,why did tom try to hide the violin,tom found that the noise came from his violin,jerry fast-forwarded the tape in the violin to make the noise
3982,S05E23,3962,4319,why did the violin break on tom's head,the conductor hit the violin on tom's head,the conductor was annoyed at Tom for disrupting the opera and broke the violin on tom's head
3983,S05E23,4515,4660,why did the conductor stomp tom on head,The conductor was annoyed at Tom.,"Tom grabbed the conductor's leg while trying to catch Jerry, which disrupted the conductor."
3984,S05E23,4799,5163,why did the conductor start to dance,the conductor's back was itchy,jerry crawled around the conductor's' back that made the back itchy
3985,S05E23,5403,5554,why did tom crouch on the score book?,tom was chasing jerry,tom saw jerry hiding behind the score and wanted to catch jerry
3986,S05E23,5510,5625,Why did the conductor close the score book on Tom?,The conductor saw Tom crouching on the score book.,The conductor wanted to hit Tom to prevent Tom from disrupting the opera.
3987,S05E23,6127,6689,why did jerry start to play music,jerry wanted to control the ants with the music,jerry wanted the ants to disguise as notes on the score book.
3988,S05E23,6696,7565,Why did Jerry wave to Tom?,Jerry wanted to get Tom's attention.,Jerry wanted to trick Tom into standing on the podium to conduct the opera.
3989,S05E23,8300,8750,why did tom open his mouth,Tom was shocked.,tom was shocked that the notes on the score book were changing 
3990,S05E23,8300,8849,why did tom make an angry expression,tom realised tom was tricked by jerry,tom realised that it was jerry controlled ants to disguise as notes
3991,S05E23,8300,9065,why did tom screw jerry into a bulb socket,tom wanted to light jerry as a bulb,tom was annoyed at Jerry for tricking Tom.
3992,S05E23,9065,9345,Why did Tom jump up?,Tom saw that the conductor returned.,Tom wanted to run away from the conductor.
3993,S05E23,9410,9674,why did the actress scream,the actress saw jerry,the actress was scared of mice so she screamed upon seeing Jerry.
3994,S05E23,9508,9930,why did the conductor's face become blue,the conductor was angry,the conductor was angry that tom was disturbing the opera
3995,S05E23,10145,10725,Why did Tom grab a red cloth?,Tom was using the red cloth to direct the conductor.,Tom was imitating a bullfight between Tom and the conductor.
3996,S06E01,1440,1734,Why did Jerry tie his tail around his waist?,Jerry was trying to stop his stomach from grumbling.,Jerry was trying to ignore his hunger and his stomach which was grumbling.
3997,S06E01,1800,2562,Why did Jerry jump up?,Jerry saw a lunchbox,Jerry got happy after seeing a lunchbox because Jerry was hungry
3998,S06E01,2309,2545,Why did Jerry open the lunchbox?,The lunchbox was closed,Jerry opened the lunchbox to eat the food as Jerry was hungry
3999,S06E01,2866,3112,Why was Jerry panting?,Jerry realised he was falling,Jerry just realised that he was falling from a high place and was scared to get hurt
